province,title,rating,description,address,img,types,Link,
Bà R?a – V?ng Tàu,Khu Vui Ch?i Gi?i Trí,3.6,Nh?ng khu vui ch?i gi?i trí b?c nh?t n??c M?,"48E, Ph??c Th?ng, Ph??ng 12, Thành Ph? V?ng Tàu, T?nh Bà R?a-V?ng Tàu, Vi?t Nam",https://www.evaairways-vn.com/public/uploads/data/images/fly/nhung-khu-vui-choi-giai-tri-bac-nhat-nuoc-my-1.jpg,['Trung tâm vui ch?i gi?i trí'],https://www.evaairways-vn.com/nhung-khu-vui-choi-giai-tri-bac-nhat-nuoc-my.html,
Bà R?a – V?ng Tàu,??i C?u Su?i Ngh?,3.4,"??i c?u Su?i Ngh? V?ng Tàu: ???ng ?i, giá vé & th?i gian","249 ???ng s? 14, Su?i Ngh?, Châu ??c, Bà R?a - V?ng Tàu, Vi?t Nam",https://sgtourism.vn/wp-content/uploads/2023/06/thoi-gian-va-gia-ve-tai-dong-cuu-suoi-nghe.jpg,['Công viên'],https://sgtourism.vn/doi-cuu-suoi-nghe-vung-tau/,
Bà R?a – V?ng Tàu,Greenfield Farmstay,4.1,Phát hi?n khu c?m tr?i Green Field Farm Stay xanh m??t ngay Bà R?a V?ng Tàu  - iVIVU.com,"???ng s? 22, Hoà Long, Bà R?a, Bà R?a - V?ng Tàu, Vi?t Nam",https://cdn3.ivivu.com/2020/08/green-field-garden-ivivu-3.jpg,['Khách s?n'],https://www.ivivu.com/blog/2020/08/phat-hien-khu-cam-trai-green-field-farm-stay-xanh-muot-ngay-ba-ria-vung-tau/,
Bà R?a – V?ng Tàu,Công viên Th? Tr?ng,3.9,T?ng h?p các lo?i trò ch?i có trong Công viên Th? Tr?ng,"83WW+5GP, Thùy Vân, Ph??ng Th?ng Tam, V?ng Tàu, Bà R?a - V?ng Tàu, Vi?t Nam",https://nemtv.vn/wp-content/uploads/2019/03/cong-vien-tho-trang-1-nemtv.jpg,['Công viên gi?i trí'],https://nemtv.vn/cong-vien-tho-trang,
Bà R?a – V?ng Tàu,Nha? l?u niê?m Vo? Thi? Sa?u,4.6,V? th?m quê h??ng n? Anh hùng Võ Th? Sáu - Báo Bà R?a V?ng Tàu Online,"F7Q9+MJW, TT.??t ??, ??t ??, Bà R?a - V?ng Tàu, Vi?t Nam",https://baobariavungtau.com.vn/dataimages/202307/original/images1852771_2m1.jpg,['B?o tàng di s?n'],https://baobariavungtau.com.vn/van-hoa-nghe-thuat/202307/ve-tham-que-huong-nu-anh-hung-vo-thi-sau-985315/index.htm,
Bà R?a – V?ng Tàu,H? ?á Xanh Bà R?a,4.1,H? ?á Xanh V?ng Tàu: Nét ??p th?n tiên gi?a lòng thiên nhiên,"G45W+FV5, Unnamed Road, Tân Thành, Bà R?a - V?ng Tàu, Vi?t Nam",https://sgtourism.vn/wp-content/uploads/2023/05/check-tai-cac-cay-cau.jpg,['?i?m thu hút khách du l?ch'],https://sgtourism.vn/ho-da-xanh-ba-ria-vung-tau/,
Bà R?a – V?ng Tàu,Khu du l?ch sinh thái Ng?c X??ng,4.1,Khu du l?ch sinh thái Ng?c X??ng: “viên ng?c xanh” t?i V?ng Tàu,"C66V+XFH, TT. Long H?i, Long ?i?n, Bà R?a - V?ng Tàu, Vi?t Nam",https://gaohouse.vn/wp-content/uploads/2023/11/khu-du-lich-ngoc-xuong.jpg,['?i?m thu hút khách du l?ch'],https://gaohouse.vn/blogs/suc-khoe-doi-song/khu-du-lich-sinh-thai-ngoc-xuong,
Bà R?a – V?ng Tàu,Bãi bi?n V?ng Tàu,4.6,Top 10 bãi bi?n V?ng Tàu ??p v?i v? ??p hoang s? n?i ti?ng,"83VF+9M8, Bi?n ?ông, V?ng Tàu, Bà R?a - V?ng Tàu, Vi?t Nam",https://ticotravel.com.vn/wp-content/uploads/2021/04/10-bai-bien-dep-nhat-vung-tau-9-1.jpeg,['?i?m thu hút khách du l?ch'],https://ticotravel.com.vn/bien-vung-tau/,
Bà R?a – V?ng Tàu,Công viên n??c V?ng Tàu,3.8,Công viên n??c V?ng Tàu | Justfly.vn,"36 Nguy?n Thái H?c, Ph??ng 7, V?ng Tàu, Bà R?a - V?ng Tàu, Vi?t Nam",https://cdn.justfly.vn/400x300/media/202302/13/1676269844-cong-vien-nuoc-vung-tau-2.png,"['?i?m thu hút khách du l?ch', 'Công viên n??c']",https://justfly.vn/attractions/vietnam/vung-tau/water-park,
Bà R?a – V?ng Tàu,Bãi bi?n Thu? Vân V?ng Tàu,4.4,Bãi Thùy Vân – ?i?m du l?ch tuy?t ??p ? V?ng Tàu - Vntrip.vn,"151 Thùy Vân, Ph??ng Th?ng Tam, V?ng Tàu, Bà R?a - V?ng Tàu, Vi?t Nam",https://statics.vntrip.vn/data-v2/data-guide/img_content/1462873729_bai-thuy-van-2.jpg,['?i?m thu hút khách du l?ch'],https://www.vntrip.vn/cam-nang/bai-thuy-van-dia-diem-dep-tuyet-dep-o-vung-tau-584,
Bà R?a – V?ng Tàu,Chùa Long Bàn,4.5,"Chùa c? Long Bàn, Bà R?a – V?ng Tàu","F6P9+82R, Thôn Long Ph??ng, Long ?i?n, Bà R?a - V?ng Tàu, Vi?t Nam",https://bazantravel.com/cdn/medias/uploads/30/30121-chua-long-ban-670x446.jpg,"['?i?m thu hút khách du l?ch', 'Chùa ph?t giáo']",https://bazantravel.com/chua-co-long-ban-ba-ria-vung-tau/,
Bà R?a – V?ng Tàu,H? ?á Bàng,4.4,"?i t?p th? d?c cùng ch?ng, ng??i v? b?ng d?ng m?t tích ? h? ?á Bàng | VOV.VN","?á B?c, Châu ??c, Bà R?a - V?ng Tàu, Vi?t Nam",https://media.vov.vn/sites/default/files/styles/large/public/2020-12/cats_40.jpg,['H?'],https://vov.vn/xa-hoi/di-tap-the-duc-cung-chong-nguoi-vo-bong-dung-mat-tich-o-ho-da-bang-827436.vov,
Bà R?a – V?ng Tàu,Su?i Rao Ecolodge,4.8,"SU?I RAO ECOLODGE, ?p Qu?ng Giáo (giá c?p nh?t 2025)","Xuân S?n - ?á B?c, Thôn 2, Châu ??c, Bà R?a - V?ng Tàu 78000, Vi?t Nam",https://cf.bstatic.com/xdata/images/hotel/max1024x768/401958209.jpg?k=b247af36c73f78f573491844b1af9056da5c51944b46e35bb4550d3785edf37a&o=&hp=1,"['Khách s?n ngh? d??ng', 'Trung tâm ngh? thu?t', 'Trung tâm h?i th?o', 'Công viên sinh thái', 'Nhà ngh? tr??t tuy?t']",https://www.booking.com/hotel/vn/suoi-rao-ecolodge.vi.html,
Bà R?a – V?ng Tàu,Chùa H?i Ph??c,4.5,Phim tài li?u] H?i Ph??c ngày xuân | Giác Ng? Online,"381 Cách M?ng Tháng Tám, Ph??c Nguy?n, Bà R?a, Bà R?a - V?ng Tàu, Vi?t Nam",https://image.giacngo.vn/1200x630/Uploaded/2025/xeqdwjxydwestyuf/2022_01_31/hoi-phuoc-copy2-893.jpg,"['?i?m thu hút khách du l?ch', 'Chùa ph?t giáo']",https://giacngo.vn/phim-tai-lieu-hoi-phuoc-ngay-xuan-post60653.html,
Bà R?a – V?ng Tàu,C?ng chào thành ph? Bà R?a,4.4,Bà R?a - V?ng Tàu có hai thành ph? - Nh?p s?ng kinh t? Vi?t Nam & Th? gi?i,"8 Cách M?ng Tháng Tám, Long H??ng, Tân Thành, Bà R?a - V?ng Tàu, Vi?t Nam",https://media.vneconomy.vn/w800/images/upload/2021/04/20/thanhphoBaRia_35341.jpg,['?i?m thu hút khách du l?ch'],https://vneconomy.vn/ba-ria-vung-tau-co-hai-thanh-pho.htm,
B?c Liêu,Khu Du l?ch Sinh thái H? Nam,4.1,"Khu du l?ch H? Nam ?i?m ??n ch?t l?, th?a s?c ?n ch?i","2 Tr?n Quang Di?u, Khóm 10, B?c Liêu, Vi?t Nam",https://digiticket.vn/blog/wp-content/uploads/2021/08/khu-du-lich-ho-nam.jpg,"['?i?m thu hút khách du l?ch', 'Khách s?n', 'Nhà hàng']",https://digiticket.vn/blog/khu-du-lich-ho-nam/,
B?c Liêu,Nhà Công t? B?c Liêu,4.4,C?n c?nh khu nhà Công t? B?c Liêu sau th?i gian dài ?óng c?a ?? trùng tu,"13 ?i?n Biên Ph?, Ph??ng 3, B?c Liêu, Vi?t Nam",https://baogiaothong.mediacdn.vn/upload/images/2023-1/article_img/2023-01-03/img-bgt-2021-27-1672726467-width1280height720.jpg,"['?i?m thu hút khách du l?ch', '??a ?i?m l?ch s?']",https://www.baogiaothong.vn/can-canh-khu-nha-cong-tu-bac-lieu-sau-thoi-gian-dai-dong-cua-de-trung-tu-192578079.htm,
B?c Liêu,Qua?ng tr???ng Hu?ng V??ng,4.5,Trung tâm Xúc ti?n Du l?ch,"7PVG+72J, D. Nguy?n T?t Thành, Ph??ng 7, B?c Liêu, Vi?t Nam",https://dulich.baclieu.gov.vn/TapTin/NoiDung/2020/05/49/49.9108963df8924eaf802e95caeec8f707.png,"['?i?m thu hút khách du l?ch', 'Công viên thành ph?']",https://dulich.baclieu.gov.vn/Ban-tin-chi-tiet.baclieu/3/7/0/1/3/0/49/2_2,
B?c Liêu,V??n chim B?c Liêu,3.7,Du l?ch V??n Chim - Thành ph? B?c Liêu,"Ph??ng Nhà Mát, B?c Liêu, Vi?t Nam",https://dulichdiaphuong.com/imgs/tinh-bac-lieu/vuon-chim.jpg,"['?i?m thu hút khách du l?ch', 'Khu b?o t?n thiên nhiên']",https://dulichdiaphuong.com/du-lich/du-lich-vuon-chim-1018.html,
B?c Liêu,Ch? ?êm,4.1,Gi?i thi?u 6 ch? ?êm b?n không nên b? qua khi ??n v?i Hà N?i,"7PPG+J25, Hai Bà Tr?ng, Ph??ng 3, B?c Liêu, Vi?t Nam","https://ik.imagekit.io/tvlk/blog/2023/09/cho-dem-ha-noi-acc-5.webp?tr=q-70,c-at_max,w-500,h-300,dpr-2",['Ch? ?êm'],https://www.traveloka.com/vi-vn/explore/destination/cho-dem-ha-noi-acc/280092,
B?c Liêu,Kitty Cafe - Kitty Club,3.9,KITTY CLUB - Heartlane Café - KittyClub - Nuovo e Sigillato | eBay,"166a Bà Tri?u, Ph??ng 3, B?c Liêu, Vi?t Nam",https://i.ebayimg.com/images/g/HYIAAOSwo4xhSD92/s-l400.jpg,"['Quán cà phê', 'Câu l?c b?']",https://www.ebay.com/itm/313346645864,
B?c Liêu,Khu t??ng ni?m Nh?c s? Cao V?n L?u,4.4,Khu l?u ni?m nh?c s? Cao V?n L?u - B?c Liêu,"7PGG+F34, Ninh Bình, B?c Liêu, Vi?t Nam",https://thamhiemmekong.com/wp-content/uploads/2020/06/khuluuniemnhacsicaovanlaubaclieu.jpg,,https://thamhiemmekong.com/thong-tin-du-lich-mien-tay/khu-luu-niem-nhac-si-cao-van-lau-bac-lieu.html,
B?c Liêu,Chùa Ghôsitaram,4.6,Vãn c?nh Chùa Ghositaram - B?c Liêu,"8Q52+2V7, ?H12, H?ng H?i, V?nh L?i, B?c Liêu, Vi?t Nam",https://thamhiemmekong.com/wp-content/uploads/2020/04/chuaGhositaram-01.jpg,"['?i?m thu hút khách du l?ch', 'Chùa ph?t giáo']",https://thamhiemmekong.com/thong-tin-du-lich-mien-tay/van-canh-chua-ghositaram-bac-lieu.html,
B?c Liêu,Vincom Plaza Tr?n Hu?nh B?c Liêu,4.6,"Vincom Plaza Tr?n Hu?nh - B?c Liêu - ?TUY?N D?NG NHÂN VIÊN K? THU?T LÀM  VI?C T?I VINCOM PLAZA TR?N HU?NH, B?C LIÊU ?C: - 109 ???ng Tr?n Hu?nh, P7,  TP B?c","109 Tr?n Hu?nh, Ph??ng 7, B?c Liêu, Vi?t Nam",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=554045264041170,['Trung tâm mua s?m'],https://www.facebook.com/photo.php?fbid=554045264041170&id=100083071041478&set=a.262189053226794,
B?c Liêu,Nhà ha?t Cao V?n Lâ?u,4.4,Nhà hát Cao V?n L?u: Tham quan nh?ng giá tr? v?n hóa truy?n th?ng ??c ?áo,"7PVG+JCF, Ph??ng 1, B?c Liêu, Vi?t Nam",https://ik.imagekit.io/tvlk/blog/2023/03/nha-hat-cao-van-lau-cover.jpg,"['Nhà hát vòng tròn', 'Nhà hát ngh? thu?t bi?u di?n']",https://www.traveloka.com/vi-vn/explore/destination/nha-hat-cao-van-lau-acc/218208,
B?c Liêu,??- ??? - ??? - Tri?u Minh An - Quan ?? Mi?u,4.5,Quan... - Quan ?? Mi?u Th? Xã Tân Châu - An Giang ??? ???.???,"7PJF+47F, Nguy?n Th? Minh Khai, Ph??ng 2, B?c Liêu, Vi?t Nam",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=989610237717877,"['?i?m thu hút khách du l?ch', 'N?i th? cúng']",https://www.facebook.com/690865690925668/photos/989610237717877/,
B?c Liêu,CGV Vincom Tr?n Hu?nh B?c Liêu,3.6,Site,"T? b?n ??, TTTM Vincom, Lô L4-01, T?ng 04, 45 Tr?n Hu?nh, Ph??ng 7, B?c Liêu, 700000, Vi?t Nam",https://iguov8nhvyobj.vcdn.cloud/media/site/cache/3/980x415/b58515f018eb873dafa430b6f9ae0c1e/3/_/3_1.jpg,['R?p chi?u phim'],https://www.cgv.vn/en/cinox/site/cgv-vincom-bac-lieu,
B?c Liêu,?i?m du l?ch ?i?n gió b?c liêu,4.3,?n t??ng Cánh ??ng ?i?n Gió B?c Liêu ??p nh? tr?i Âu,"6RP3+8QH, V?nh Trach ?ông, B?c Liêu, Vi?t Nam",https://thamhiemmekong.com/wp-content/uploads/2020/04/diengiobaclieu1.jpg,['?i?m thu hút khách du l?ch'],https://thamhiemmekong.com/thong-tin-du-lich-mien-tay/canh-dong-dien-gio-bac-lieu.html,
B?c Liêu,??- ????- Ph??c ??c C? Mi?u,4.7,V? th?m Ph??c ??c c? mi?u tr?m n?m tu?i,"7PMF+PMW, ?i?n Biên Ph?, Ph??ng 3, B?c Liêu, Vi?t Nam",https://bazantravel.com/cdn/medias/uploads/27/27518-phuoc-duc-co-mieu-670x446.jpg,"['?i?m thu hút khách du l?ch', 'N?i th? cúng']",https://bazantravel.com/ve-tham-phuoc-duc-co-mieu-tram-nam-tuoi/,
B?c Liêu,Cánh ??ng ?i?n Gió B?c Liêu,4.5,Cánh ??ng ?i?n gió B?c Liêu - K? l?c l?n nh?t Vi?t Nam,"6RM3+WW3, ?i?n gió B?c Liêu, V?nh Trach ?ông, B?c Liêu, Vi?t Nam",https://intracom.com.vn/wp-content/uploads/2023/09/canh-dong-dien-gio-bac-lieu-2.jpg.webp,['?i?m thu hút khách du l?ch'],https://intracom.com.vn/canh-dong-dien-gio-bac-lieu/,
B?c Liêu,Chùa Giác Hoa,4.7,Chùa Giác Hoa | Ngôi chùa ??c ?áo tr?m n?m tu?i ? B?c Liêu | Antamtour.vn,"8PX6+673, QL1A, Châu Th?i, V?nh L?i, B?c Liêu, Vi?t Nam",https://bizweb.dktcdn.net/100/006/093/files/chua-giac-hoa-1.jpg?v=1726070351811,"['?i?m thu hút khách du l?ch', 'Chùa ph?t giáo']",https://antamtour.vn/chua-giac-hoa,
B?c Liêu,Khu Du L?ch Nhà Mát - Nhà Hàng,3.8,Khu du l?ch Nhà Mát B?c Liêu - Nét ??p t?a mi?n tây trong lòng ??t nam,"B?ch ??ng, Ph??ng Nhà Mát, B?c Liêu, Vi?t Nam",https://ik.imagekit.io/tvlk/blog/2023/09/khu-du-lich-nha-mat-bac-lieu-2.png,"['Công viên n??c', 'Khu ?n u?ng', 'Khách s?n', '??i lý du l?ch tham quan']",https://www.traveloka.com/vi-vn/explore/destination/khu-du-lich-nha-mat-bac-lieu/268846,
B?c Liêu,Cánh ??ng Hoa Hu?nh,4.5,Ng?t ngây cánh ??ng hoa d??i chân ph?t t?i B?c Liêu,"Unnamed Road, TT. Châu H?ng, V?nh L?i, B?c Liêu, Vi?t Nam",http://doisongvanhoa.com/thang5/doisongvanhoa/upload/images/Nga%CC%82%CC%81t%20nga%CC%82y%20ca%CC%81nh%20%C4%91o%CC%82%CC%80ng%20hoa%20du%CC%9Bo%CC%9B%CC%81i%20cha%CC%82n%20pha%CC%A3%CC%82t%20ta%CC%A3i%20Ba%CC%A3c%20Lie%CC%82u%20%20-doisongvanhoa-016.jpeg,['V??n'],http://www.doisongvanhoa.com/tin-tuc/ngat-ngay-canh-dong-hoa-duoi-chan-phat-tai-bac-lieu-11326.html,
B?c Liêu,Bi?n nhân t?o B?c Liêu,3.9,Bi?n nhân t?o B?c Liêu: ??a ?i?m thu hút khách nh?t Khu du l?ch Nhà Mát,"6P3W+X7P, Ph??ng Nhà Mát, B?c Liêu, Vi?t Nam",https://senvangtour.vn/wp-content/uploads/2023/02/Bien-nhan-tao-Bac-Lieu.jpg,['?i?m thu hút khách du l?ch'],https://senvangtour.vn/bien-nhan-tao-bac-lieu/,
B?c Liêu,Khách s?n Vân Nhi,4.3,"Khách s?n Vân Nhi, B?c Liêu (giá c?p nh?t 2025)","56 ?. Lê H?ng Phong, Khu ?ô th? TM ven sông B?c Liêu, B?c Liêu, 84291, Vi?t Nam",https://cf.bstatic.com/xdata/images/hotel/max1024x768/276226463.jpg?k=8e1c766d96c97e798fccad3a361626ae0f8b92ae4e95b2236a9127bc0d5ecd87&o=&hp=1,['Khách s?n'],https://www.booking.com/hotel/vn/khach-san-van-nhi.vi.html,
B?c Giang,Công viên Ngô Gia T?,4.2,Thi?t k? công viên Ngô Gia T? – Thành ph? B?c Giang,"Ngô Gia T?, Ph??ng Tr?n Phú, B?c Giang, Vi?t Nam",https://greenhouse.com.vn/upload/data/images/du-an/Thiet-ke-quy-hoach/thiet-ke-cong-vien-ngo-gia-tu-thanh-pho-bac-giang/phoi-canh-tong-the-3.jpg,"['?i?m thu hút khách du l?ch', 'Công viên']",https://greenhouse.com.vn/thiet-ke-cong-vien-ngo-gia-tu---thanh-pho-bac-giang-318,
B?c Giang,Công viên Hoàng Hoa Thám,4.4,Chi ti?t,"30 Huy?n Quang, D?nh K?, B?c Giang, Vi?t Nam",https://media.mybacgiang.vn/resources/portal//Images/BGG/admin.dulich/2024/cv4_869351807.jpg,"['?i?m thu hút khách du l?ch', 'Công viên thành ph?']",https://mybacgiang.vn/vi/detailtravelplace/?id=2337,
B?c Giang,Khu vui ch?i tr? em,4.5,"Top 20+ Khu vui ch?i tr? em ? Hà N?i thú v?, an toàn cho bé","76F5+Q7W, Ph??ng Hoàng V?n Th?, B?c Giang, Vi?t Nam",https://static.vinwonders.com/production/khu-vui-choi-tre-em-o-ha-noi-thumb.jpg,['Sân ch?i'],https://vinwonders.com/vi/wonderpedia/news/khu-vui-choi-tre-em-o-ha-noi/,
B?c Giang,Công viên gi?i trí Wedding Land,3.8,"Thác tiên - ??a ?i?m gi?i nóng tuy?t v?i cho mùa hè ?? T?i Công viên gi?i  trí Wedding Land Khai tr??ng ch? nh?t ,10/6/2018 | By Công viên Gi?i trí  Wedding","8564+Q8G, Song Mai, B?c Giang, Vi?t Nam",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=989813257842022&get_thumbnail=1,['Công viên'],https://vi-vn.facebook.com/WeddingLandPark/videos/th%C3%A1c-ti%C3%AAn-%C4%91%E1%BB%8Ba-%C4%91i%E1%BB%83m-gi%E1%BA%A3i-n%C3%B3ng-tuy%E1%BB%87t-v%E1%BB%9Di-cho-m%C3%B9a-h%C3%A8-t%E1%BA%A1i-c%C3%B4ng-vi%C3%AAn-gi%E1%BA%A3i-tr%C3%AD-wedding/989813257842022/,
B?c Giang,Khu vui ch?i gi?i trí,,Nh?ng khu vui ch?i gi?i trí b?c nh?t n??c M?,"7649+QR9, Tân Ti?n, B?c Giang, Vi?t Nam",https://www.evaairways-vn.com/public/uploads/data/images/fly/nhung-khu-vui-choi-giai-tri-bac-nhat-nuoc-my-1.jpg,['Khách s?n'],https://www.evaairways-vn.com/nhung-khu-vui-choi-giai-tri-bac-nhat-nuoc-my.html,
B?c Giang,Qu?ng tr??ng 3/2 TP. B?c Giang,4.5,Chi ti?t,"76H3+VG2, Ph??ng Hoàng V?n Th?, B?c Giang, Vi?t Nam",https://media.mybacgiang.vn/resources/portal//Images/BGG/admin.dulich/2024/z5423918896397_b59551c7b34c1bdf6aa29a5019761a58_351690534.jpg,['Công viên thành ph?'],https://mybacgiang.vn/vi/detailtravelplace/?id=2331,
B?c Giang,Khu Du L?ch Sinh Thái ?i?n ?nh Rose Garden,5,Trang cá nhân c?a Phim Tr??ng RoseGarden,"75R7+6CC, ?a Mai, B?c Giang, 26000, Vi?t Nam",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1010955571062068,['V?n phòng công ty'],https://www.facebook.com/p/Phim-Tr%C6%B0%E1%BB%9Dng-RoseGarden-100064429043005/?locale=vi_VN,
B?c Giang,Khu Vui Ch?i Hà Ph??ng,5,4 ?i?m ch?i trong ngày ? Hà N?i cùng tr? em - Báo VnExpress Du l?ch,"Nhà Huy?n Lâm, ?ê, M? Thái, L?ng Giang, B?c Giang, Vi?t Nam",https://vcdn1-dulich.vnecdn.net/2023/04/28/vu-o-n-thu-hn-jpeg-3734-167578-8347-1893-1682681400.jpg?w=460&h=0&q=100&dpr=2&fit=crop&s=7o8IYXwGfeIrnOaOECzKOg,['Sân ch?i'],https://vnexpress.net/4-diem-choi-trong-ngay-o-ha-noi-cung-tre-em-4599488.html,
B?c Giang,R?p phim Beta Cinemas B?c Giang,4.1,"Beta Cineplex B?c Giang - L?ch chi?u phim, Giá vé","T?ng 4, Siêu th? Co.opmart, 51 Nguy?n V?n C?, Ph??ng Ngô Quy?n, B?c Giang, Vi?t Nam",https://rapchieuphim.com/photos/3/ra-Beta-Cineplex-Bac-Giang.jpg,['R?p chi?u phim'],https://rapchieuphim.com/rap/beta-cineplex-bac-giang,
B?c Giang,Thành c? X??ng Giang,4.6,Tr?i nghi?m tham quan thành c? X??ng Giang - Di tích l?ch s? qu?c gia ??c  bi?t,"X??ng Giang, B?c Giang, Vi?t Nam",https://ik.imagekit.io/tvlk/blog/2023/09/oUQ4HGvX-thanh-co-xuong-giang-1.png,['?i?m m?c l?ch s?'],https://www.traveloka.com/vi-vn/explore/destination/thanh-co-xuong-giang/270647,
B?c Giang,Phim tr??ng Rose Garden,4.2,"Phim tr??ng Rose Garden ,th?m quan v??n hoa ?a Mai B?c Giang - YouTube","75R7+F68, Phim tr??ng Rose Gaden, ?a Mai, B?c Giang, Vi?t Nam",https://i.ytimg.com/vi/BQN0uizqr1s/maxresdefault.jpg,['Th? ch?p ?nh ?ám c??i'],https://www.youtube.com/watch?v=BQN0uizqr1s,
B?c Giang,Vincom Plaza B?c Giang,4.4,Bán c?n siêu VIP Shophouse chân ?? TTTM Vincom B?c Giang ch? 5tyxx v? trí  lõi Thành ph?,"41 Ngô Gia T?, Ph??ng Tr?n Phú, B?c Giang, 07213, Vi?t Nam",https://img.homedy.com/store/images/2024/01/15/416975526-3406873606125218-8877660046781012020-n-638409350350082292.jpg_480x320.jpg,['Trung tâm th??ng m?i'],https://homedy.com/ban-nha-pho-thuong-mai-shophouse-thanh-pho-bac-giang-bac-giang/can-sieu-vip-chan-de-tttm-vincom-chi-5tyxx-vi-tri-loi-es2745687,
B?c Giang,Khu vui ch?i tr? em Doremon,4.9,Profile for Khu vui ch?i tr? em Doremon,"Phúc Lâm, Vi?t Yên, B?c Giang, Vi?t Nam",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=122093193134070879,['Công viên xe dã ngo?i'],https://www.facebook.com/p/Khu-vui-ch%C6%A1i-tr%E1%BA%BB-em-Doremon-61552126370411/,
B?c Giang,GO! B?c Giang,4.2,SIÊU TH? GO! MARKET - Chi ti?t tin t?c - Chuyên trang An toàn giao thông  t?nh B?c Giang,"Hùng V??ng, Tân Ti?n, B?c Giang, 23000, Vi?t Nam",https://atgt.bacgiang.gov.vn/documents/20181/15135109/1665808929019_toan+cnah.jpg/a66ce03f-749f-4d58-ae4f-c13d8e92ab85?t=1665808929048,"['??i siêu th?', 'Siêu th?']",https://atgt.bacgiang.gov.vn/chi-tiet-tin-tuc/-/asset_publisher/9DJTiagaQTlH/content/sieu-thi-go-market/20181?inheritRedirect=false,
B?c Giang,Khách s?n M??ng Thanh Grand B?c Giang,4.2,"Muong Thanh Grand Bac Giang Hotel | Bac Giang 2025 UPDATED DEALS £20, HD  Photos & Reviews","Qu?ng tr??ng, 3/2, B?c Giang 26107, Vi?t Nam",https://q-xx.bstatic.com/xdata/images/hotel/max500/43604374.jpg?k=7e6ff14d3ab792647e7fc8f673a2755bc40c09581b147c515def6b6888d95d1a&o=,['Khách s?n'],https://www.agoda.com/en-gb/muong-thanh-grand-bac-giang-hotel/hotel/bac-giang-vn.html,
B?c Giang,S? V?n Hóa Th? Thao - Du L?ch B?c Giang,4.1,Các tác ph?m ??t gi?i Cu?c thi ?nh ??p du l?ch B?c Giang l?n 2 n?m 2024,"74 Nguy?n Th? L?u, Ph??ng Ngô Quy?n, B?c Giang, Vi?t Nam",https://media.mybacgiang.vn/resources/portal//Images/BGG/superadminportal.bgg/logo/logo_new_removebg_preview_381532127.png,['V?n phòng chính quy?n qu?n'],https://mybacgiang.vn/vi/detailnews/?t=cac-tac-pham-dat-giai-cuoc-thi-anh-dep-du-lich-bac-giang-lan-2-nam-2024&id=news_2558,
B?c Giang,??n X??ng Giang,4.6,??a ?i?m chi?n th?ng X??ng Giang | Khám phá & Tr?i nghi?m | Thông tin du  l?ch B?c Giang,"76R7+3HP, X??ng Giang, B?c Giang, Vi?t Nam",https://dulichbacgiang.gov.vn/uploads/content/CYng_thanh_XYYng_Giang_1.jpg,['N?i th? cúng'],https://dulichbacgiang.gov.vn/kham-pha/di-tich-lich-su-van-hoa/dia-diem-chien-thang-xuong-giang-385.html,
B?c Giang,Big C B?c Giang,4.4,SIÊU TH? GO! MARKET - Chi ti?t tin t?c - Chuyên trang An toàn giao thông  t?nh B?c Giang,"Unnamed Road, B?c Giang, Vi?t Nam",https://atgt.bacgiang.gov.vn/documents/20181/15135109/1665808929019_toan+cnah.jpg/a66ce03f-749f-4d58-ae4f-c13d8e92ab85?t=1665808929048,['Trung tâm mua s?m'],https://atgt.bacgiang.gov.vn/chi-tiet-tin-tuc/-/asset_publisher/9DJTiagaQTlH/content/sieu-thi-go-market/20181?inheritRedirect=false,
B?c Giang,Khu du l?ch Thác Tiên,3.6,Mùa hè ??n Thác Tiên B?c Giang ch?i các b?n nhé - YouTube,"8574+2GF, Unnamed Road, Song Mai, Tân Yên, B?c Giang, Vi?t Nam",https://i.ytimg.com/vi/eE2VxLNKODc/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLA1kbFVHwmvD2xXZIksJ2YmKd1s9Q,['Phòng cho thuê'],https://www.youtube.com/watch?v=eE2VxLNKODc,
B?c K?n,H? N?m C?t,4.6,H? ch?a n??c N?m C?t ??t trên 12 tri?u mét kh?i | C?ng thông tin ?i?n t?  thành ph? B?c K?n,"5R8C+26J, Unnamed Road, D??ng Quang, B?c K?n, 26000, Vi?t Nam",https://backancity.gov.vn/wp-content/uploads/2024/09/img-3496-9624.jpg,['??p n??c'],https://backancity.gov.vn/ho-chua-nuoc-nam-cat-dat-tren-12-trieu-met-khoi/,
B?c K?n,Thác R?om,3.2,Thác Ro?m | Du l?ch B?ch Thông | Dulich24.com.vn,"Quang Thu, B?ch Thông, B?c K?n, Vi?t Nam",https://cdn.media.dulich24.com.vn/diemden/thac-room-5254/thac-room-2.jpg,['?i?m thu hút khách du l?ch'],https://dulich24.com.vn/du-lich-huyen-bach-thong/thac-room-id-5254,
